"S No","Product Name","SKU","Variation","Meesho PID","Category","Qty","Order Number","Suborder Number","Dispatch Date","Return Created Date","Type of Return","Sub Type","Expected Delivery Date","Courier Partner","AWB Number","Status","Attempt","Tracking Link","Return Price Type","Return Reason","Detailed Return Reason"
"75","TrendMax Boys’ Clothing Set","boy_run_blue_c1","1-2 Years",,"Clothing Set","1","210742772273019392","210742772273019392_1","2025-10-19","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-03","PocketShip","VL0082549725965","Delivering Today","1","https://www.valmo.in/track/VL0082549725965",,"NA","NA"
"76","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","13-14 Years",,"Clothing Set","1","210301392912415232","210301392912415232_1","2025-10-17","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-01","PocketShip","VL0082530944406","Delivering Today","1","https://www.valmo.in/track/VL0082530944406",,"NA","NA"
"77","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","6-7 Years",,"Clothing Set","1","209952861566667136","209952861566667136_1","2025-10-16","2025-10-23","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698444","Delivering Today","1","https://www.valmo.in/track/VL0082520698444",,"NA","NA"
"78","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","4-5 Years",,"Clothing Set","1","211277202481935680","211277202481935680_1","2025-10-20","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Valmo","VLR081411957130","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081411957130&searchBy=referenceNumber","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"79","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","7-8 Years",,"Clothing Set","1","210379609702693376","210379609702693376_1","2025-10-18","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540001137","Delivering Today","1","https://www.valmo.in/track/VL0082540001137",,"NA","NA"
"80","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","2-3 Years",,"Clothing Set","1","210421031997933504","210421031997933504_1","2025-10-18","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540000864","Delivering Today","1","https://www.valmo.in/track/VL0082540000864",,"NA","NA"
"81","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","2-3 Years",,"Clothing Set","1","210422409576086016","210422409576086016_1","2025-10-18","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540000864","Delivering Today","1","https://www.valmo.in/track/VL0082540000864",,"NA","NA"
"82","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","6-7 Years",,"Clothing Set","1","210312111638266496","210312111638266496_1","2025-10-17","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1536512484FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1536512484FPL","Meesho Price","Received defective product (stains / damaged / torn)","Both packaging and product were broken or torn"
"83","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","13-14 Years",,"Clothing Set","1","209306442933602688","209306442933602688_1","2025-10-15","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1536437999FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1536437999FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"84","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","14-15 Years",,"Clothing Set","1","209988559644526528","209988559644526528_1","2025-10-17","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1530484639FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1530484639FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"85","Trendy Boys Outfit Set","boy_nice_green","13-14 Years",,"Clothing Set","1","210642204539197824","210642204539197824_1","2025-10-18","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540000820","Delivering Today","1","https://www.valmo.in/track/VL0082540000820",,"NA","NA"
"86","Trendy Boys Outfit Set","boy_nice_green","10-11 Years",,"Clothing Set","1","209221953607829440","209221953607829440_1","2025-10-15","2025-10-23","Courier Return (RTO)","forward_RTO","2025-11-29","PocketShip","VL0082511052863","Delivering Today","1","https://www.valmo.in/track/VL0082511052863",,"NA","NA"
"87","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","8-9 Years",,"Clothing Set","1","209681129946674496","209681129946674496_1","2025-10-16","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1534475217FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1534475217FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"88","Trendy Boys Outfit Set","boy_nice_green","12-13 Years",,"Clothing Set","1","207004982200957248","207004982200957248_1","2025-10-08","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1527090257FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1527090257FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"89","TwinkleTrend Girls’ Co-Ord Set","girl_red_flower_c2","11-12 Years",,"Clothing Set","1","209706853579389440","209706853579389440_1","2025-10-16","2025-10-23","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698724","Delivering Today","1","https://www.valmo.in/track/VL0082520698724",,"NA","NA"
"90","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","12-13 Years",,"Clothing Set","1","209499049303345088","209499049303345088_1","2025-10-15","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1535355073FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1535355073FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"91","Trendy Boys Outfit Set","boy_nice_green","4-5 Years",,"Clothing Set","1","210732628063745344","210732628063745344_2","2025-10-19","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1533747013FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1533747013FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"92","Pretty Girls Stylish Top & Bottom Wear","girl_blank_pinch_cycle","12-13 Years",,"Clothing Set","1","210250074396639872","210250074396639872_1","2025-10-17","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-01","PocketShip","VL0082530944439","Delivering Today","1","https://www.valmo.in/track/VL0082530944439",,"NA","NA"
"93","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","14-15 Years",,"Clothing Set","1","210647604921975424","210647604921975424_1","2025-10-18","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540001353","Delivering Today","1","https://www.valmo.in/track/VL0082540001353",,"NA","NA"
"94","Trendy Boys Outfit Set","boy_nice_green","10-11 Years",,"Clothing Set","1","209343313783374464","209343313783374464_1","2025-10-15","2025-10-23","Courier Return (RTO)","forward_RTO","2025-11-29","PocketShip","VL0082511052867","Delivering Today","1","https://www.valmo.in/track/VL0082511052867",,"NA","NA"
"95","Trendy Boys Outfit Set","boy_nice_green","10-11 Years",,"Clothing Set","1","209342856049128768","209342856049128768_1","2025-10-15","2025-10-23","Courier Return (RTO)","forward_RTO","2025-11-29","PocketShip","VL0082511052865","Delivering Today","1","https://www.valmo.in/track/VL0082511052865",,"NA","NA"
"96","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","10-11 Years",,"Clothing Set","1","209965500005433984","209965500005433984_1","2025-10-16","2025-10-22","Courier Return (RTO)","forward_RTO","2025-11-30","Shadowfax","SF2289828979FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2289828979FPL",,"NA","NA"
"97","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","208977588268435392","208977588268435392_1","2025-10-14","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Valmo","VLR081407013078","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081407013078&searchBy=referenceNumber","Meesho Price","Have size / fit related issues","Size correct but too tight"
"98","Trendy Boys Outfit Set","boy_nice_green","13-14 Years",,"Clothing Set","1","208195193844988224","208195193844988224_1","2025-10-12","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Shadowfax","R1521542437MEO","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=R1521542437MEO","Meesho Price","Have size / fit related issues","Size correct but too tight"
"99","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","11-12 Years",,"Clothing Set","1","209984849276237121","209984849276237121_1","2025-10-17","2025-10-22","Courier Return (RTO)","forward_RTO","2025-12-01","PocketShip","VL0082530944783","Delivering Today","1","https://www.valmo.in/track/VL0082530944783",,"NA","NA"
"100","Trendy Boys Outfit Set","boy_nice_green","4-5 Years",,"Clothing Set","1","207543979209685504","207543979209685504_1","2025-10-10","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Shadowfax","R1521546820MEO","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=R1521546820MEO","Meesho Price","Have size / fit related issues","Did not like the fit"
"101","UrbanBeat Boys’ Outfit Set","boy_run_marron_c1","6-7 Years",,"Clothing Set","1","210306668218579456","210306668218579456_1","2025-10-17","2025-10-22","Courier Return (RTO)","forward_RTO","2025-12-01","Shadowfax","SF2297227267FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2297227267FPL",,"NA","NA"
"102","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","6-7 Years",,"Clothing Set","2","209822848154574336","209822848154574336_1","2025-10-16","2025-10-22","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698667","Delivering Today","1","https://www.valmo.in/track/VL0082520698667",,"NA","NA"
"103","Trendy Boys Outfit Set","boy_nice_green","7-8 Years",,"Clothing Set","1","210026345217475200","210026345217475200_1","2025-10-17","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Shadowfax","R1535383258FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1535383258FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"104","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","9-10 Years",,"Clothing Set","1","209526719969888640","209526719969888640_1","2025-10-15","2025-10-22","Courier Return (RTO)","forward_RTO","2025-11-29","PocketShip","VL0082512926179","Delivering Today","1","https://www.valmo.in/track/VL0082512926179",,"NA","NA"
"105","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","205754593748164096","205754593748164096_1","2025-10-05","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Shadowfax","R1526214916FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1526214916FPL","Meesho Price","Have size / fit related issues","Size correct but too tight"
"106","Trendy Boys Outfit Set","boy_nice_white_brown","14-15 Years",,"Clothing Set","1","209560722245612864","209560722245612864_1","2025-10-15","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Shadowfax","R1527532255FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1527532255FPL","Meesho Price","Have size / fit related issues","Size correct but too tight"
"107","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","8-9 Years",,"Clothing Set","1","209570534412810757","209570534412810757_1","2025-10-15","2025-10-22","Customer Return","FIRST_RET","2025-11-16","Shadowfax","R1528414166FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1528414166FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"108","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","3-4 Years",,"Clothing Set","1","209509061661750592","209509061661750592_1","2025-10-15","2025-10-21","Courier Return (RTO)","forward_RTO","2025-11-29","Shadowfax","SF2284432590FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2284432590FPL",,"NA","NA"
"109","Little Champ Stylish Top & Pants","boy_nice_white_brown_c2","10-11 Years",,"Clothing Set","1","206384118110488512","206384118110488512_1","2025-10-07","2025-10-21","Courier Return (RTO)","forward_RTO","2025-11-21","Shadowfax","SF2224317753FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2224317753FPL",,"NA","NA"
"110","TwinkleTrend Girls’ Co-Ord Set","girl_red_flower_c2","5-6 Years",,"Clothing Set","1","209501852818185728","209501852818185728_1","2025-10-15","2025-10-21","Courier Return (RTO)","forward_RTO","2025-11-29","Shadowfax","SF2284855762FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2284855762FPL",,"NA","NA"
"111","Trendy Boys Outfit Set","boy_nice_green","8-9 Years",,"Clothing Set","1","209520206488509952","209520206488509952_1","2025-10-15","2025-10-21","Courier Return (RTO)","forward_RTO","2025-11-29","Shadowfax","SF2284953159FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2284953159FPL",,"NA","NA"
"112","TwinkleTrend Girls’ Co-Ord Set","girl_red_flower_c2","7-8 Years",,"Clothing Set","1","209304170464998720","209304170464998720_1","2025-10-15","2025-10-21","Customer Return","FIRST_RET","2025-11-15","Shadowfax","R1527394072MSR","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1527394072MSR","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"113","Trendy Boys Outfit Set","boy_nice_green","8-9 Years",,"Clothing Set","1","206721181276151296","206721181276151296_1","2025-10-08","2025-10-21","Customer Return","FIRST_RET","2025-11-15","Shadowfax","R1532273544FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1532273544FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"114","StreetFit Boys’ Fashion Set","boy_nice_white_green_c2","14-15 Years",,"Clothing Set","1","207501747003412160","207501747003412160_1","2025-10-10","2025-10-20","Customer Return","FIRST_RET","2025-11-14","Shadowfax","R1521550669MEO","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=R1521550669MEO","Meesho Price","Have size / fit related issues","Size correct but too loose"
"115","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","0-1 Years",,"Clothing Set","1","209321723205075587","209321723205075587_1","2025-10-15","2025-10-20","Courier Return (RTO)","forward_RTO","2025-11-29","Shadowfax","SF2285563206FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2285563206FPL",,"NA","NA"
"116","TwinkleTrend Girls’ Co-Ord Set","girl_red_flower_c2","6-7 Years",,"Clothing Set","1","209574001666820032","209574001666820032_1","2025-10-15","2025-10-20","Courier Return (RTO)","forward_RTO","2025-11-29","Shadowfax","SF2285905365FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2285905365FPL",,"NA","NA"
"117","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","12-13 Years",,"Clothing Set","1","209326006757203456","209326006757203456_1","2025-10-15","2025-10-19","Courier Return (RTO)","forward_RTO","2025-11-29","PocketShip","VL0082512338310","Delivering Today","1","https://www.valmo.in/track/VL0082512338310",,"NA","NA"
"118","Trendy Boys Outfit Set","boy_nice_green","5-6 Years",,"Clothing Set","1","208176210437666112","208176210437666112_1","2025-10-12","2025-10-19","Courier Return (RTO)","forward_RTO","2025-11-26","PocketShip","VL0082479121945","Delivering Today","1","https://www.valmo.in/track/VL0082479121945",,"NA","NA"
"119","UrbanBeat Boys’ Outfit Set","boy_run_marron_c1","12-13 Years",,"Clothing Set","1","207899194673001792","207899194673001792_1","2025-10-12","2025-10-19","Customer Return","FIRST_RET","2025-11-13","Shadowfax","R1527596029FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1527596029FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"120","Little Champ Stylish Top & Pants","boy_nice_white_brown_c2","5-6 Years",,"Clothing Set","1","206370503232879104","206370503232879104_1","2025-10-07","2025-10-19","Customer Return","FIRST_RET","2025-11-13","Shadowfax","R1528366221FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1528366221FPL","Meesho Price","Have size / fit related issues","Size correct but too loose"
"121","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","208750779056654272","208750779056654272_1","2025-10-14","2025-10-18","Customer Return","FIRST_RET","2025-11-12","Shadowfax","R1529124805FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1529124805FPL","Meesho Price","Have size / fit related issues","Size correct but too loose"
"122","Trendy Boys Outfit Set","boy_nice_white_brown","9-10 Years",,"Clothing Set","1","208259587584007680","208259587584007680_1","2025-10-12","2025-10-18","Customer Return","FIRST_RET","2025-11-12","Shadowfax","R1519290711FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1519290711FPL","Meesho Price","Have size / fit related issues","Size correct but too tight"
"123","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","6-7 Years",,"Clothing Set","1","207400637331339584","207400637331339584_1","2025-10-09","2025-10-18","Courier Return (RTO)","forward_RTO","2025-11-23","Shadowfax","SF2241663800FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2241663800FPL",,"NA","NA"
"124","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","10-11 Years",,"Clothing Set","1","207822431016122689","207822431016122689_1","2025-10-11","2025-10-18","Courier Return (RTO)","forward_RTO","2025-11-25","Xpress Bees","134095847234054","Delivering Today","1","https://www.xpressbees.com/track?isawb=Yes&trackid=134095847234054",,"NA","NA"
"125","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","209258881858379264","209258881858379264_1","2025-10-15","2025-10-18","Customer Return","FIRST_RET","2025-11-12","Shadowfax","R1527108051FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1527108051FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"126","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","7-8 Years",,"Clothing Set","1","207362317574404416","207362317574404416_1","2025-10-09","2025-10-17","Customer Return","FIRST_RET","2025-11-11","Shadowfax","R1523611459FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1523611459FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"127","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","10-11 Years",,"Clothing Set","1","207402699416224384","207402699416224384_1","2025-10-09","2025-10-16","Courier Return (RTO)","forward_RTO","2025-11-23","Shadowfax","SF2236829572FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2236829572FPL",,"NA","NA"
"128","Little Champ Stylish Top & Pants","boy_nice_white_brown_c2","12-13 Years",,"Clothing Set","1","203509702854838208","203509702854838208_1","2025-09-29","2025-10-15","Customer Return","FIRST_RET","2025-11-09","Shadowfax","R1507822710FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1507822710FPL","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"129","Trendy Boys Outfit Set","boy_nice_green","9-10 Years",,"Clothing Set","1","205545749399926080","205545749399926080_1","2025-10-04","2025-10-15","Customer Return","FIRST_RET","2025-11-09","Shadowfax","R1509439893FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1509439893FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"130","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","201637637911672128","201637637911672128_1","2025-09-23","2025-10-14","Courier Return (RTO)","forward_RTO","2025-11-07","Shadowfax","SF2157796529FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2157796529FPL",,"NA","NA"
"131","Trendy Boys Outfit Set","boy_nice_green","11-12 Years",,"Clothing Set","1","206791188539438400","206791188539438400_1","2025-10-08","2025-10-13","Courier Return (RTO)","forward_RTO","2025-11-22","Shadowfax","SF2234600744FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2234600744FPL",,"NA","NA"
"132","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","206445869036342912","206445869036342912_1","2025-10-07","2025-10-13","Customer Return","FIRST_RET","2025-11-07","Shadowfax","R1509501578FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1509501578FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"133","Trendy Boys Outfit Set","boy_nice_green","7-8 Years",,"Clothing Set","1","207080420220158592","207080420220158592_1","2025-10-08","2025-10-13","Courier Return (RTO)","forward_RTO","2025-11-22","Delhivery","1490818860745443","Delivering Today","1","https://www.delhivery.com/track/package/1490818860745443",,"NA","NA"
"134","Trendy Boys Outfit Set","boy_nice_green","8-9 Years",,"Clothing Set","1","205219617084410563","205219617084410563_1","2025-10-03","2025-10-11","Courier Return (RTO)","forward_RTO","2025-11-17","Shadowfax","SF2201445139FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2201445139FPL",,"NA","NA"
"135","Pretty Girls Stylish Top & Bottom Wear","girl_blank_pinch_cycle","12-13 Years",,"Clothing Set","1","200183429720146816","200183429720146816_1","2025-09-19","2025-10-10","Courier Return (RTO)","forward_RTO","2025-11-03","Shadowfax","SF2138192822FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2138192822FPL",,"NA","NA"
"136","StarBoy Casual Outfit Set","boy_white_brown_mario","5-6 Years",,"Clothing Set","1","199794858606019200","199794858606019200_1","2025-09-20","2025-09-30","Courier Return (RTO)","forward_RTO","2025-11-04","Shadowfax","SF2130434394FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2130434394FPL",,"NA","NA"
